"This seller no longer exits. ","This seller no longer exits. "
"Edit Seller","Edit Seller"
Sellers,Sellers
Commissions,Commissions
"A total of %1 record(s) have been deleted.","A total of %1 record(s) have been deleted."
"A total of %1 record(s) have been disabled.","A total of %1 record(s) have been disabled."
"A total of %1 record(s) have been enabled.","A total of %1 record(s) have been enabled."
"You saved this commission.","You saved this commission."
"Something went wrong while saving the commission.","Something went wrong while saving the commission."
"Seller Groups","Seller Groups"
Groups,Groups
"Manage Groups","Manage Groups"
"Please correct the data sent.","Please correct the data sent."
"URL key already exists.","URL key already exists."
"You saved this group.","You saved this group."
"Something went wrong while saving the seller.","Something went wrong while saving the seller."
Invoices,Invoices
"Manage Invoices","Manage Invoices"
"The message has been deleted.","The message has been deleted."
"We can't find a message to delete.","We can't find a message to delete."
Messages,Messages
"Manage Messages","Manage Messages"
"You saved this message.","You saved this message."
Orders,Orders
"Manage Orders","Manage Orders"
"Manager Payment Method","Manager Payment Method"
"Manager Payment","Manager Payment"
"You saved this payment.","You saved this payment."
"Product has been set commission.","Product has been set commission."
Ratings,Ratings
"A total of %1 record(s) have been accept.","A total of %1 record(s) have been accept."
"A total of %1 record(s) have been reject.","A total of %1 record(s) have been reject."
"You saved this rating.","You saved this rating."
"Something went wrong while saving the rating.","Something went wrong while saving the rating."
Refunds,Refunds
"Manage Refunds","Manage Refunds"
Refundrequests,Refundrequests
"Manage Refundrequests","Manage Refundrequests"
Reviews,Reviews
"Manage Reviews","Manage Reviews"
"A total of %1 record(s) have been approved.","A total of %1 record(s) have been approved."
"A total of %1 record(s) have been disapproved.","A total of %1 record(s) have been disapproved."
"The seller has been disapproved.","The seller has been disapproved."
"We can't find a seller to disapproved.","We can't find a seller to disapproved."
"The seller has been approved.","The seller has been approved."
"We can't find a seller to approved.","We can't find a seller to approved."
"Something went wrong while saving the page.","Something went wrong while saving the page."
"You saved this seller.","You saved this seller."
SellerProducts,SellerProducts
"Manage SellerProducts","Manage SellerProducts"
"A total of %1 record(s) have been accepted.","A total of %1 record(s) have been accepted."
"A total of %1 record(s) have been rejected.","A total of %1 record(s) have been rejected."
Transactions,Transactions
"Manage Transactions","Manage Transactions"
Withdrawal,Withdrawal
"Manage Withdrawals","Manage Withdrawals"
"This withdrawal no longer exits. ","This withdrawal no longer exits. "
"Edit Withdrawal","Edit Withdrawal"
"	Withdraw Money : Amount ","	Withdraw Money : Amount "
"You must have a seller account to access","You must have a seller account to access"
"You must have a account to access","You must have a account to access"
"Attribute ""%1"" is required.","Attribute ""%1"" is required."
"You saved the category.","You saved the category."
"Something went wrong while saving the category.","Something went wrong while saving the category."
"This order no longer exists.","This order no longer exists."
"You are not authorize to manage this order.","You are not authorize to manage this order."
"The invoice no longer exists.","The invoice no longer exists."
"You are not authorize to view this invoice.","You are not authorize to view this invoice."
"The creditmemo no longer exists.","The creditmemo no longer exists."
"You are not authorize to view this creditmemo.","You are not authorize to view this creditmemo."
"The order has been cancelled.","The order has been cancelled."
"You are not permitted to cancel this order.","You are not permitted to cancel this order."
"We can't cancel order right now.","We can't cancel order right now."
"The credit memo's total must be positive.","The credit memo's total must be positive."
"Cannot create online refund for Refund to Store Credit.","Cannot create online refund for Refund to Store Credit."
"You created the credit memo.","You created the credit memo."
"We can't create credit memo for order right now.","We can't create credit memo for order right now."
"You sent the order email.","You sent the order email."
"We can't send the email order right now.","We can't send the email order right now."
"Can not create invoice as order is in HOLD state","Can not create invoice as order is in HOLD state"
"We can't save the invoice right now.","We can't save the invoice right now."
"You can't create an invoice without products.","You can't create an invoice without products."
"Invoice has been created for this order.","Invoice has been created for this order."
"Cannot create Invoice for this order.","Cannot create Invoice for this order."
"We can't create invoice for order right now.","We can't create invoice for order right now."
"Can not create shipment as order is in HOLD state","Can not create shipment as order is in HOLD state"
"Cannot do shipment for the order separately from invoice.","Cannot do shipment for the order separately from invoice."
"Cannot do shipment for the order.","Cannot do shipment for the order."
"The shipment has been created.","The shipment has been created."
"The shipping label has been created.","The shipping label has been created."
"We can't ship order right now.","We can't ship order right now."
"That product is not yours","That product is not yours"
"This product no longer exists.","This product no longer exists."
Catalog,Catalog
"Default Values","Default Values"
"Could not get preview image information. Please check your connection and try again.","Could not get preview image information. Please check your connection and try again."
"Please correct the data sent value.","Please correct the data sent value."
"Show more","Show more"
"Additional data","Additional data"
"Following Error(s) has been occurred during importing process:","Following Error(s) has been occurred during importing process:"
"Only the first 100 errors are shown. ","Only the first 100 errors are shown. "
"in row(s):","in row(s):"
"Please make sure to define SKU values for all processed products.","Please make sure to define SKU values for all processed products."
"A total of %1 record(s) have been updated.","A total of %1 record(s) have been updated."
"Something went wrong while updating the product(s) status.","Something went wrong while updating the product(s) status."
"Your product limit is %1, please upgrade the membership package","Your product limit is %1, please upgrade the membership package"
"There is no data for the export.","There is no data for the export."
"Maximum error count has been reached or system error is occurred!","Maximum error count has been reached or system error is occurred!"
"Import successfully done","Import successfully done"
"Unable to save product","Unable to save product"
"You saved the product.","You saved the product."
"SKU for product %1 has been changed to %2.","SKU for product %1 has been changed to %2."
"You duplicated the product.","You duplicated the product."
"The image cannot be removed as it has been assigned to the other image role","The image cannot be removed as it has been assigned to the other image role"
"Sorry, but the data is invalid or the file is not uploaded.","Sorry, but the data is invalid or the file is not uploaded."
"The file was not uploaded.","The file was not uploaded."
"This file is empty. Please try another one.","This file is empty. Please try another one."
"Data validation failed. Please fix the following errors and upload the file again.","Data validation failed. Please fix the following errors and upload the file again."
"File is valid! To start import process press ""Import"" button","File is valid! To start import process press ""Import"" button"
"The file is valid, but we can't import it for some reason.","The file is valid, but we can't import it for some reason."
"Checked rows: %1, checked entities: %2, invalid rows: %3, total errors: %4","Checked rows: %1, checked entities: %2, invalid rows: %3, total errors: %4"
"Please specify a carrier.","Please specify a carrier."
"Please enter a tracking number.","Please enter a tracking number."
"Cannot add tracking number.%1","Cannot add tracking number.%1"
"We can't load track with retrieving identifier right now.%1","We can't load track with retrieving identifier right now.%1"
"We can't initialize shipment for adding tracking number.","We can't initialize shipment for adding tracking number."
"We can't delete tracking number.","We can't delete tracking number."
"Something went wrong while saving the vacation.","Something went wrong while saving the vacation."
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link."
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account."
"We can't save the customer.","We can't save the customer."
"Please make sure your passwords match.","Please make sure your passwords match."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.","If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.","If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation."
"Thank you for registering with %1.","Thank you for registering with %1."
"This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email."
"Invalid login or password.","Invalid login or password."
"A login and a password are required.","A login and a password are required."
Close,Close
Open,Open
Processing,Processing
Done,Done
Approved,Approved
"Not Approved","Not Approved"
Reject,Reject
Accept,Accept
Enabled,Enabled
Disabled,Disabled
"- Disable these emails -","- Disable these emails -"
List,List
Grid,Grid
"Product was not registered","Product was not registered"
"Store was not registered","Store was not registered"
"'URL key already exists.' .","'URL key already exists.' ."
"URL key for specified store already exists.","URL key for specified store already exists."
"Product Attribute","Product Attribute"
Subtotal,Subtotal
"Total Items Quantity","Total Items Quantity"
"Total Weight","Total Weight"
"Payment Method","Payment Method"
"Shipping Method","Shipping Method"
"Shipping Postcode","Shipping Postcode"
"Shipping Region","Shipping Region"
"Shipping State/Province","Shipping State/Province"
"Shipping Country","Shipping Country"
"Product attribute combination","Product attribute combination"
"Products subselection","Products subselection"
"Conditions combination","Conditions combination"
"Cart Attribute","Cart Attribute"
Disapproved,Disapproved
"Could not save the seller info: %1","Could not save the seller info: %1"
"Not Submited","Not Submited"
Unapproved,Unapproved
"We can't process your request right now. Sorry, that's all we know.","We can't process your request right now. Sorry, that's all we know."
"Owl Carousel","Owl Carousel"
"Bootstrap Carousel","Bootstrap Carousel"
"Amount from order","Amount from order"
invoice,invoice
Refunded,Refunded
"Refund from order","Refund from order"
Edit,Edit
"View Customer","View Customer"
View,View
Delete,Delete
"Delete ""${ $.$data.subject }""","Delete ""${ $.$data.subject }"""
"Are you sure you wan't to delete a ""${ $.$data.subject }"" record?","Are you sure you wan't to delete a ""${ $.$data.subject }"" record?"
Unread,Unread
Read,Read
"What is the reason to deny this product?","What is the reason to deny this product?"
Deny,Deny
Reset,Reset
"Do you want set commission for product?","Do you want set commission for product?"
"View Product","View Product"
"View Seller","View Seller"
"All Store Views","All Store Views"
"Delete ${ $.$data.name }","Delete ${ $.$data.name }"
"Are you sure you want to delete a ${ $.$data.name } record?","Are you sure you want to delete a ${ $.$data.name } record?"
"Approved ${ $.$data.name }","Approved ${ $.$data.name }"
"Are you sure you want to enable a ${ $.$data.name } record?","Are you sure you want to enable a ${ $.$data.name } record?"
"Disapproved ${ $.$data.name }","Disapproved ${ $.$data.name }"
"Are you sure you want to disable a ${ $.$data.name } record?","Are you sure you want to disable a ${ $.$data.name } record?"
"Complete Withdrawal","Complete Withdrawal"
Canceled,Canceled
"Add Attribute","Add Attribute"
"Add Selected","Add Selected"
"Select Attribute","Select Attribute"
"New Attribute","New Attribute"
"New Category","New Category"
Categories,Categories
[GLOBAL],[GLOBAL]
"Customizable Options","Customizable Options"
"Custom options let customers choose the product variations they want.","Custom options let customers choose the product variations they want."
"Import Options","Import Options"
"Add Option","Add Option"
"New Option","New Option"
"Select Product","Select Product"
Import,Import
"Option Title","Option Title"
"Add Value","Add Value"
"Option Type","Option Type"
"-- Please select --","-- Please select --"
Required,Required
"Price Type","Price Type"
"Max Characters","Max Characters"
"Compatible File Extensions","Compatible File Extensions"
"Maximum Image Size","Maximum Image Size"
"Please leave blank if it is not an image.","Please leave blank if it is not an image."
px.,px.
%1,%1
[WEBSITE],[WEBSITE]
"[STORE VIEW]","[STORE VIEW]"
"This item has weight","This item has weight"
"This item has no weight","This item has no weight"
"Set Product as New From","Set Product as New From"
"Related Products, Up-Sells, and Cross-Sells","Related Products, Up-Sells, and Cross-Sells"
"Related products are shown to customers in addition to the item the customer is looking at.","Related products are shown to customers in addition to the item the customer is looking at."
"Add Related Products","Add Related Products"
"Related Products","Related Products"
"An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at.","An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at."
"Add Up-Sell Products","Add Up-Sell Products"
"Up-Sell Products","Up-Sell Products"
"These ""impulse-buy"" products appear next to the shopping cart as cross-sells to the items already in the shopping cart.","These ""impulse-buy"" products appear next to the shopping cart as cross-sells to the items already in the shopping cart."
"Add Cross-Sell Products","Add Cross-Sell Products"
"Cross-Sell Products","Cross-Sell Products"
"Add Selected Products","Add Selected Products"
Remove,Remove
Thumbnail,Thumbnail
"Product in Websites","Product in Websites"
"If your Magento site has multiple views, you can set the scope to apply to a specific view.","If your Magento site has multiple views, you can set the scope to apply to a specific view."
Websites,Websites
name,name
"Copy Data from","Copy Data from"
"Browse to find or drag image here","Browse to find or drag image here"
"Delete image","Delete image"
Hidden,Hidden
"Alt Text","Alt Text"
"Image Size","Image Size"
{size},{size}
"Image Resolution","Image Resolution"
"{width}^{height} px","{width}^{height} px"
"Browse Files...","Browse Files..."
"Choose Affected Attribute Set","Choose Affected Attribute Set"
Confirm,Confirm
"start typing to search attribute","start typing to search attribute"
Title:,Title:
Uploaded:,Uploaded:
Uploader:,Uploader:
Duration:,Duration:
"Basic Settings","Basic Settings"
"Advanced Settings","Advanced Settings"
"Changes have been made to this section that have not been saved.","Changes have been made to this section that have not been saved."
"This tab contains invalid data. Please resolve this before saving.","This tab contains invalid data. Please resolve this before saving."
Continue,Continue
"Mass Actions","Mass Actions"
"Select All","Select All"
"Unselect All","Unselect All"
"Select Visible","Select Visible"
"Unselect Visible","Unselect Visible"
Upload,Upload
"Upload Image Product","Upload Image Product"
"Product Upload","Product Upload"
"Import Settings","Import Settings"
"Check Data","Check Data"
"Please Select","Please Select"
"Download Sample File","Download Sample File"
"Import Behavior","Import Behavior"
Add/Update,Add/Update
"Error Handling","Error Handling"
"Stop on Error","Stop on Error"
"Skip error entries","Skip error entries"
"Allowed Errors Count","Allowed Errors Count"
"Please specify number of errors to halt import process","Please specify number of errors to halt import process"
"Field separator","Field separator"
"Multiple value separator","Multiple value separator"
"File to Import","File to Import"
"Select File to Import","Select File to Import"
"Images File Directory","Images File Directory"
"*Notice Import image first","*Notice Import image first"
"Additional Settings","Additional Settings"
"records found","records found"
selected,selected
"per page","per page"
"Previous page","Previous page"
"of %1","of %1"
"Next page","Next page"
"Export to:","Export to:"
Marketplace,Marketplace
"Marketplace Dashboard","Marketplace Dashboard"
"Seller Profile","Seller Profile"
"Manager Product","Manager Product"
"Create Attribute","Create Attribute"
"New Products","New Products"
"My Products List","My Products List"
"My Transaction List","My Transaction List"
"Manage Print PDF Header Info","Manage Print PDF Header Info"
"My Order History","My Order History"
"Become Seller","Become Seller"
"Personal Information","Personal Information"
"Seller General","Seller General"
Group,Group
"Url Key","Url Key"
"Example: Insert landofcoder,url shop will ","Example: Insert landofcoder,url shop will "
"Address Information","Address Information"
Company,Company
"Phone Number","Phone Number"
"Street Address","Street Address"
"Street Address %1","Street Address %1"
City,City
State/Province,State/Province
"Please select a region, state or province.","Please select a region, state or province."
"Zip/Postal Code","Zip/Postal Code"
"* Required Fields","* Required Fields"
"Sign-in Information","Sign-in Information"
Password,Password
"Password Strength","Password Strength"
"No Password","No Password"
"Confirm Password","Confirm Password"
"Privacy Policy","Privacy Policy"
"I agree the Terms and Condition","I agree the Terms and Condition"
"Terms and Conditions","Terms and Conditions"
"Create an Account","Create an Account"
Back,Back
"Sold By","Sold By"
"Visit Shop","Visit Shop"
"We can't find seller matching the selection.","We can't find seller matching the selection."
"Created At","Created At"
"Post Reply Message","Post Reply Message"
"Message ","Message "
"Post Reply","Post Reply"
"History Message","History Message"
"We can't find products matching the selection.","We can't find products matching the selection."
"Add to Cart","Add to Cart"
"In stock","In stock"
"Out of stock","Out of stock"
"Learn More","Learn More"
Qty,Qty
" Sales"," Sales"
" Sale"," Sale"
"Joined since ","Joined since "
"What’s on your mind?","What’s on your mind?"
Submit,Submit
"Customer Name","Customer Name"
"Customer Email","Customer Email"
"Turn in to a seller today and enjoy some incredible benefits like
				adding logo to your profile page for better branding, setting up
				multiple products to improve conversions, etc.","Turn in to a seller today and enjoy some incredible benefits like
				adding logo to your profile page for better branding, setting up
				multiple products to improve conversions, etc."
"Click the button to become a Seller","Click the button to become a Seller"
"Example: Insert landofcoder,url shop will","Example: Insert landofcoder,url shop will"
"I
						agree the  Terms and Conditions","I
						agree the  Terms and Conditions"
"Admin Approval is required. Please wait until admin confirms your seller account.","Admin Approval is required. Please wait until admin confirms your seller account."
"Returns Policies","Returns Policies"
"Shipping Policies","Shipping Policies"
"Edit Profile Information","Edit Profile Information"
"Save Profile","Save Profile"
"Twitter ID","Twitter ID"
"Facebook ID","Facebook ID"
"Instagram ID","Instagram ID"
"Google Plus ID","Google Plus ID"
"Youtube ID","Youtube ID"
"Vimeo ID","Vimeo ID"
"Pinterest ID","Pinterest ID"
Rating(s),Rating(s)
"Registered Sellers","Registered Sellers"
"If you have an account, sign in with your email address.","If you have an account, sign in with your email address."
Login,Login
"Forgot Your Password?","Forgot Your Password?"
"Creating an account has many benefits: check out faster, keep more than one address, track orders and more.","Creating an account has many benefits: check out faster, keep more than one address, track orders and more."
"Customer ratings","Customer ratings"
star,star
"Write Your Own Review","Write Your Own Review"
"You're rating","You're rating"
"How do you rate this seller","How do you rate this seller"
Value,Value
Quality,Quality
"What's your nickname?","What's your nickname?"
"What's your Email?","What's your Email?"
"Summary of Your Rating","Summary of Your Rating"
"Let us know your thoughts","Let us know your thoughts"
"Submit Rating","Submit Rating"
By,By
" Rating(s)"," Rating(s)"
"We can't find sellers matching the selection.","We can't find sellers matching the selection."
Items,Items
of,of
"%1 Item","%1 Item"
"%1 Items","%1 Items"
Previous,Previous
Next,Next
"This operation can take a long time","This operation can take a long time"
"Collapse All","Collapse All"
"Expand All","Expand All"
"Please confirm site switching. All data that hasn't been saved will be lost.","Please confirm site switching. All data that hasn't been saved will be lost."
None,None
"Use Default Value","Use Default Value"
"Manage Titles (Size, Color, etc.)","Manage Titles (Size, Color, etc.)"
"Manage Options (Values of Your Attribute)","Manage Options (Values of Your Attribute)"
"Is Default","Is Default"
"Sort Option","Sort Option"
"Double click on a group to rename it.","Double click on a group to rename it."
"Unassigned Attributes","Unassigned Attributes"
"A name is required.","A name is required."
"This group contains system attributes. Please move system attributes to another group and try again.","This group contains system attributes. Please move system attributes to another group and try again."
"Please enter a new group name.","Please enter a new group name."
"An attribute group named ""/name/"" already exists"".","An attribute group named ""/name/"" already exists""."
"Sorry, we're unable to complete this request.","Sorry, we're unable to complete this request."
"You can't remove attributes from this attribute set.","You can't remove attributes from this attribute set."
Empty,Empty
"Custom Options","Custom Options"
"This is a required option.","This is a required option."
"The field isn't complete.","The field isn't complete."
Change,Change
"Compatible file extensions to upload","Compatible file extensions to upload"
"Maximum image width","Maximum image width"
"Maximum image height","Maximum image height"
"Maximum number of characters:","Maximum number of characters:"
Quantity,Quantity
"start typing to search template","start typing to search template"
"Product online","Product online"
"Product offline","Product offline"
"Product online status","Product online status"
"Advanced Inventory","Advanced Inventory"
"Manage Stock","Manage Stock"
"Use Config Settings","Use Config Settings"
"Out-of-Stock Threshold","Out-of-Stock Threshold"
"Minimum Qty Allowed in Shopping Cart","Minimum Qty Allowed in Shopping Cart"
"Maximum Qty Allowed in Shopping Cart","Maximum Qty Allowed in Shopping Cart"
"Qty Uses Decimals","Qty Uses Decimals"
Backorders,Backorders
"Notify for Quantity Below","Notify for Quantity Below"
"Enable Qty Increments","Enable Qty Increments"
"Qty Increments","Qty Increments"
"Stock Availability","Stock Availability"
"In Stock","In Stock"
"Out of Stock","Out of Stock"
"Add Product To Websites","Add Product To Websites"
"Remove Product From Websites","Remove Product From Websites"
"To hide an item in catalog or search results, set the status to ""Disabled"".","To hide an item in catalog or search results, set the status to ""Disabled""."
"Step 2: Attribute Values","Step 2: Attribute Values"
"Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU.","Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU."
"Sort Variations","Sort Variations"
Options,Options
"Deselect All","Deselect All"
"Remove Attribute","Remove Attribute"
"Save Option","Save Option"
"Remove Option","Remove Option"
"Step 3: Bulk Images, Price and Quantity","Step 3: Bulk Images, Price and Quantity"
"Based on your selections %1 new products will be created. Use this step to customize images and price for your new products.","Based on your selections %1 new products will be created. Use this step to customize images and price for your new products."
Images,Images
"Apply single set of images to all SKUs","Apply single set of images to all SKUs"
"Apply unique images by attribute to each SKU","Apply unique images by attribute to each SKU"
"Skip image uploading at this time","Skip image uploading at this time"
"Remove image","Remove image"
"Select attribute","Select attribute"
Select,Select
"Apply single price to all SKUs","Apply single price to all SKUs"
"Apply unique prices by attribute to each SKU","Apply unique prices by attribute to each SKU"
"Skip price at this time","Skip price at this time"
"Apply single quantity to each SKUs","Apply single quantity to each SKUs"
"Apply unique quantity by attribute to each SKU","Apply unique quantity by attribute to each SKU"
"Skip quantity at this time","Skip quantity at this time"
"Step 1: Select Attributes","Step 1: Select Attributes"
"Selected Attributes:","Selected Attributes:"
"Step 4: Summary","Step 4: Summary"
"We can't save custom-defined options for bundles with dynamic pricing.","We can't save custom-defined options for bundles with dynamic pricing."
"Delete Custom Option","Delete Custom Option"
"Sort Custom Options","Sort Custom Options"
"Input Type","Input Type"
"%1 <span>x</span> %2 <span>px.</span>","%1 <span>x</span> %2 <span>px.</span>"
"Sort Custom Option","Sort Custom Option"
"Web Site","Web Site"
"Customer Group","Customer Group"
"Item Price","Item Price"
Action,Action
